Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Credit_History_Months,Num_Loan_Types,Has_Loan
February,22.0,Doctor,43568.84,3852.736666666666,5.0,7.0,5.0,1.0,11,9.0,2.25,1.0,Good,1389.9,32.00487868115252,No,27.816261119818112,247.4357627583344,High_spent_Small_value_payments,370.0216427885141,Standard,330.0,0,0
March,22.0,Doctor,43568.84,3852.736666666666,5.0,7.0,5.0,1.0,9,,2.25,1.0,Good,1389.9,28.63821930045795,No,27.816261119818112,10000.0,Low_spent_Small_value_payments,234.50653620371045,Standard,,0,0
April,22.0,Doctor,43568.84,3852.736666666666,5.0,7.0,5.0,,11,6.0,2.25,1.0,_,1389.9,26.09126379744687,No,27.816261119818112,412.4638395662473,Low_spent_Small_value_payments,234.9935659806012,Standard,332.0,0,0
May,22.0,Doctor,43568.84,,5.0,7.0,5.0,1.0,14,6.0,2.25,1.0,_,1389.9,37.79067265601642,No,27.816261119818112,135.72469514410434,Low_spent_Small_value_payments,511.7327104027442,Standard,,0,0
June,23.0,Doctor,43568.84,3852.736666666666,5.0,7.0,,1.0,7,8.0,2.25,1.0,Good,1389.9,30.565052988147887,No,27.816261119818112,138.72929553708337,High_spent_Medium_value_payments,468.7281100097652,Standard,334.0,0,0
July,23.0,Doctor,43568.84,3852.736666666666,5.0,7.0,5.0,1.0,9,6.0,2.25,4.0,_,1389.9,37.29875773598263,No,27.816261119818112,10000.0,High_spent_Medium_value_payments,458.71561605295136,Standard,335.0,0,0
August,23.0,Doctor,17488375.0,3852.736666666666,5.0,7.0,5.0,1.0,12,,2.25,4.0,Good,1389.9,29.943038878356127,No,27.816261119818112,121.79930096189824,High_spent_Medium_value_payments,485.6581045849503,Standard,336.0,0,0
January,19.0,Developer,10332.74,608.0616666666666,5.0,4.0,6.0,3.0,22,,2.19,1.0,_,820.75,29.60056086202104,,13.4829211478555,52.36329591325248,,274.9599496055587,Standard,299.0,3,1
February,19.0,Developer,10332.74,,5.0,4.0,6.0,3.0,22,9.0,2.19,2276.0,_,820.75,37.68867147168375,No,13.4829211478555,29.47927141793724,Low_spent_Small_value_payments,307.84397410087394,Standard,300.0,3,1
March,19.0,,10332.74,608.0616666666666,5.0,4.0,6.0,3.0,23,10.0,2.19,1.0,Standard,820.75,26.312360888984383,No,13.4829211478555,37.555204600348965,Low_spent_Medium_value_payments,289.7680409184622,Standard,301.0,3,1
April,19.0,Developer,10332.74,608.0616666666666,5.0,4.0,6.0,3.0,22,9.0,2.19,1.0,Standard,820.75,32.941261314192374,No,13.4829211478555,50.2519735435248,Low_spent_Small_value_payments,287.0712719752864,Standard,302.0,3,1
May,19.0,Developer,10332.74,608.0616666666666,5.0,4.0,6.0,3.0,19,9.0,2.19,1.0,Standard,820.75,27.2996667871308,No,13.4829211478555,10000.0,Low_spent_Small_value_payments,315.32044350256933,Standard,303.0,3,1
June,19.0,Developer,10332.74,608.0616666666666,5.0,4.0,6.0,3.0,22,9.0,0.1899999999999999,1.0,_,820.75,24.577340980777397,No,13.4829211478555,46.60769460695761,Low_spent_Medium_value_payments,280.71555091185354,Standard,304.0,3,1
July,19.0,Developer,10332.74,608.0616666666666,5.0,4.0,6.0,3.0,22,12.0,2.19,1.0,Standard,820.75,32.28400964146,No,13.4829211478555,56.81159086289793,Low_spent_Small_value_payments,280.5116546559132,Standard,,3,1
August,19.0,Developer,10332.74,608.0616666666666,5.0,4.0,6.0,3.0,22,12.0,-3.81,1.0,Standard,820.75,27.888539316436955,No,13.4829211478555,29.66221423729916,Low_spent_Small_value_payments,307.661031281512,Standard,306.0,3,1
January,45.0,Teacher,37089.86,2983.8216666666667,7.0,10.0,31.0,6.0,18,19.0,7.65,12.0,Standard,1950.21,34.19756611112444,Yes,152.48136134264442,206.7956670001376,High_spent_Small_value_payments,199.10513832388477,Poor,235.0,6,1
February,45.0,Teacher,37089.86,2983.8216666666667,7.0,10.0,31.0,6.0,18,19.0,7.65,12.0,Standard,1950.21,24.33821260620928,Yes,152.48136134264442,140.43109063740178,Low_spent_Small_value_payments,295.4697146866205,Poor,236.0,6,1
March,45.0,Teacher,37089.86,2983.8216666666667,7.0,10.0,31.0,6.0,18,19.0,13.65,1014.0,Standard,1950.21,25.012657140949266,Yes,152.48136134264442,121.89246429423596,,304.0083410297864,Poor,,6,1
April,46.0,Teacher,37089.86,2983.8216666666667,7.0,10.0,31.0,6.0,18,18.0,,1389.0,_,1950.21,34.05239586868866,Yes,152.48136134264442,31.726354994545744,High_spent_Medium_value_payments,364.1744503294766,Poor,238.0,6,1
May,46.0,Teacher,37089.86,2983.8216666666667,7.0,,31.0,6.0,20,19.0,7.65,12.0,Standard,1950.21,28.424814148228712,Yes,152.48136134264442,201.9274415992001,Low_spent_Medium_value_payments,223.97336372482224,Poor,239.0,6,1
June,46.0,Teacher,37089.86,,7.0,10.0,31.0,6.0,18,19.0,7.65,12.0,Standard,1950.21,34.55071269422895,Yes,152.48136134264442,75.34110091141592,High_spent_Medium_value_payments,320.5597044126064,Poor,240.0,6,1
July,46.0,Teacher,37089.86,,7.0,10.0,31.0,6.0,18,19.0,7.65,15.0,Standard,1950.21,40.59651501900146,,152.48136134264442,49.95170989981838,High_spent_Medium_value_payments,345.949095424204,Poor,,6,1
August,46.0,Teacher,37089.86,2983.8216666666667,7.0,10.0,31.0,6.0,23,17.0,7.65,15.0,Standard,1950.21,38.16092666375712,Yes,152.48136134264442,236.35932560265096,Low_spent_Small_value_payments,199.5414797213713,Standard,242.0,6,1
January,27.0,Entrepreneur,93390.44,7538.536666666668,6.0,5.0,18.0,3.0,27,,11.28,0.0,Standard,1036.26,35.70539706385264,No,117.48716161410906,121.35886732504028,High_spent_Large_value_payments,755.0076377275176,Standard,213.0,3,1
February,,Entrepreneur,93390.44,7538.536666666668,6.0,5.0,18.0,3.0,27,12.0,16.28,0.0,Standard,1036.26,33.679205849504186,No,117.48716161410906,437.741066398959,High_spent_Small_value_payments,458.6254386535988,Standard,214.0,3,1
March,27.0,Entrepreneur,93390.44,7538.536666666668,6.0,5.0,18.0,3.0,28,14.0,11.28,0.0,Standard,1036.26,36.66030892788217,No,117.48716161410906,272.2548386108644,High_spent_Small_value_payments,624.1116664416934,Standard,215.0,3,1
April,27.0,Entrepreneur,93390.44,7538.536666666668,6.0,5.0,18.0,3.0,27,14.0,11.28,0.0,Standard,1036.26,39.07113400947453,No,117.48716161410906,276.0729096341437,High_spent_Medium_value_payments,610.293595418414,Standard,216.0,3,1
May,27.0,Entrepreneur,93390.44,7538.536666666668,6.0,5.0,18.0,3.0,27,14.0,11.28,0.0,Standard,1036.26,27.7696615269328,No,117.48716161410906,841.4305161700702,Low_spent_Small_value_payments,84.93598888248766,Standard,217.0,3,1
June,27.0,Entrepreneur,93390.44,7538.536666666668,6.0,5.0,18.0,3.0,27,11.0,11.28,0.0,Standard,1036.26,28.80851910300219,No,117.48716161410906,185.7893855760867,High_spent_Large_value_payments,690.5771194764709,Standard,218.0,3,1
July,28.0,Entrepreneur,93390.44,7538.536666666668,6.0,5.0,18.0,3.0,29,12.0,11.28,0.0,Standard,1036.26,28.40403448449464,No,117.48716161410906,758.4091878959649,Low_spent_Small_value_payments,167.9573171565927,Standard,,3,1
August,28.0,Entrepreneur,93390.44,7538.536666666668,6.0,5.0,18.0,3.0,22,13.0,10.28,0.0,Standard,1036.26,31.7398696534476,No,117.48716161410906,10000.0,High_spent_Medium_value_payments,749.5627424960495,Standard,220.0,3,1
January,37.0,Journalist,7863.04,405.2533333333333,7.0,3.0,24.0,4.0,10,15.0,17.53,4.0,Standard,2286.31,31.86205954606301,Yes,23.60905668603669,16.947556445487617,Low_spent_Small_value_payments,289.96872020180905,Poor,155.0,4,1
February,37.0,Journalist,7863.04,405.2533333333333,7.0,3.0,24.0,4.0,10,,17.53,4.0,_,2286.31,27.71802027171608,Yes,23.60905668603669,41.09690045579837,Low_spent_Small_value_payments,265.8193761914983,Poor,156.0,4,1
March,37.0,Journalist,7863.04,405.2533333333333,7.0,3.0,24.0,4.0,5,15.0,17.53,9.0,Standard,2286.31,36.5583469089703,Yes,23.60905668603669,14.851679071834292,Low_spent_Medium_value_payments,282.0645975754624,Poor,157.0,4,1
April,37.0,Journalist,7863.04,405.2533333333333,7.0,3.0,24.0,4.0,8,15.0,17.53,9.0,Standard,2286.31,27.601074180400524,Yes,23.60905668603669,31.55291659194498,Low_spent_Small_value_payments,275.3633600553517,Poor,158.0,4,1
May,38.0,Journalist,7863.04,405.2533333333333,7.0,3.0,24.0,4.0,10,,21.53,9.0,Standard,2286.31,31.924515644425977,Yes,23.60905668603669,37.15296497385863,Low_spent_Small_value_payments,269.763311673438,Poor,159.0,4,1
June,38.0,Journalist,7863.04,405.2533333333333,7.0,3.0,24.0,4.0,10,15.0,17.53,9.0,Standard,2286.31,35.48096758878176,Yes,23.60905668603669,20.97267180513695,Low_spent_Small_value_payments,285.9436048421597,Standard,160.0,4,1
July,38.0,Journalist,7863.04,405.2533333333333,7.0,3.0,24.0,4.0,10,17.0,17.53,9.0,Standard,2286.31,38.170184168049495,Yes,23.60905668603669,11.771050720221233,,285.1452259270754,Standard,,4,1
August,38.0,Journalist,7863.04,405.2533333333333,7.0,3.0,24.0,4.0,6,15.0,17.53,9.0,Standard,2286.31,35.885417200616324,,23.60905668603669,,Low_spent_Small_value_payments,284.0273251104534,Poor,162.0,4,1
January,22.0,Architect,16906.81,,9.0,8.0,33.0,,49,21.0,3.43,6.0,_,1559.16,35.540561475014854,Yes,110.78862692730704,144.5018335539598,Low_spent_Small_value_payments,151.49962285206647,Poor,155.0,9,1
February,23.0,Architect,16906.81,1167.9008333333334,9.0,8.0,33.0,9.0,49,21.0,3.43,6.0,_,1559.16,31.104378329058967,Yes,110.78862692730704,52.70437085353881,High_spent_Small_value_payments,213.2970855524875,Poor,156.0,9,1
March,23.0,Architect,16906.81,,9.0,8.0,33.0,9.0,49,21.0,3.43,6.0,Bad,1559.16,23.63307858898149,Yes,110.78862692730704,59.00427737310039,Low_spent_Large_value_payments,216.99717903292589,Poor,157.0,9,1
April,23.0,Architect,16906.81,1167.9008333333334,9.0,8.0,33.0,9.0,49,21.0,3.43,6.0,_,1559.16,38.163276946024574,Yes,110.78862692730704,83.82921833856193,,212.1722380674644,Poor,158.0,9,1
May,23.0,Architect,16906.81,1167.9008333333334,9.0,8.0,33.0,,49,18.0,-0.5699999999999998,6.0,Bad,1559.16,39.77814183839391,Yes,110.78862692730704,84.19961637058843,,211.80184003543783,Poor,159.0,9,1
June,,Architect,16906.81,1167.9008333333334,9.0,8.0,33.0,9.0,49,21.0,3.43,6.0,_,1559.16,31.51141923008579,Yes,110.78862692730704,92.25511396310326,Low_spent_Small_value_payments,203.74634244292304,Poor,160.0,9,1
July,23.0,Architect,16906.81,1167.9008333333334,9.0,8.0,33.0,9.0,49,21.0,0.4300000000000001,6.0,_,1559.16,24.514053715249517,,110.78862692730704,74.28348248139855,Low_spent_Medium_value_payments,211.71797392462776,Standard,161.0,9,1
August,23.0,Architect,16906.81,1167.9008333333334,9.0,8.0,33.0,9.0,49,21.0,3.43,6.0,Bad,1559.16,36.22596555394351,Yes,110.78862692730704,,High_spent_Large_value_payments,235.3753992130817,Standard,162.0,9,1
January,50.0,Entrepreneur,87853.56,7527.13,4.0,1.0,4.0,2.0,7,1.0,8.99,2.0,Good,498.81,37.62143297462574,No,3324.0,63.6130314181742,High_spent_Large_value_payments,786.7090496632902,Standard,201.0,2,1
February,50.0,Entrepreneur,87853.56,7527.13,4.0,1.0,4.0,2.0,3,5.0,7.99,4.0,Good,498.81,28.007611104360784,No,142.39091891853565,81.61828041215324,High_spent_Medium_value_payments,778.703800669311,Good,202.0,2,1
March,50.0,,87853.56,7527.13,4.0,1.0,4.0,2.0,4,2.0,9.99,4.0,Good,498.81,31.856731610441926,No,142.39091891853565,91.872639875205,High_spent_Large_value_payments,758.4494412062593,Good,203.0,2,1
April,50.0,Entrepreneur,87853.56,7527.13,4.0,1.0,4.0,2.0,8,,5.99,4.0,_,498.81,31.85460460896018,No,142.39091891853565,337.10389184994057,High_spent_Small_value_payments,533.2181892315239,Good,204.0,2,1
May,50.0,Entrepreneur,87853.56,7527.13,4.0,1.0,4.0,2.0,7,2.0,9.99,4.0,Good,498.81,33.48091961920759,No,142.39091891853565,137.74809135933907,High_spent_Large_value_payments,712.5739897221254,Standard,205.0,2,1
June,51.0,Entrepreneur,87853.56,7527.13,4.0,1.0,4.0,2.0,7,5.0,9.99,4.0,_,498.81,30.039889659818364,No,142.39091891853565,55.32272001093863,,794.9993610705258,Good,206.0,2,1
July,51.0,Entrepreneur,87853.56,7527.13,4.0,1.0,4.0,2.0,7,,9.99,4.0,Good,498.81,31.87689560976377,No,142.39091891853565,69.93566418751735,High_spent_Large_value_payments,780.3864168939472,Good,207.0,2,1
August,51.0,,87853.56,7527.13,4.0,1.0,4.0,2.0,2,2.0,9.99,4.0,Good,498.81,27.837519438410087,No,142.39091891853565,65.27404035499654,High_spent_Large_value_payments,785.0480407264679,Good,208.0,2,1
January,36.0,Architect,29827.76,2385.6466666666665,8.0,8.0,16.0,5.0,28,22.0,16.31,6.0,Bad,3376.44,27.341119108547613,Yes,118.94294536150343,291.56003646099225,Low_spent_Small_value_payments,118.061684844171,Poor,136.0,5,1
February,36.0,Architect,29827.76,2385.6466666666665,8.0,8.0,16.0,5.0,28,22.0,17.31,6.0,Bad,3376.44,24.322394844985865,Yes,118.94294536150343,94.87512492857556,Low_spent_Large_value_payments,294.74659637658766,Poor,137.0,5,1
March,36.0,Architect,29827.76,2385.6466666666665,8.0,8.0,16.0,5.0,28,20.0,16.31,6.0,Bad,3376.44,25.24928503409282,Yes,118.94294536150343,10000.0,High_spent_Small_value_payments,237.6119290184288,Poor,,5,1
April,36.0,Architect,29827.76,2385.6466666666665,8.0,8.0,16.0,5.0,28,22.0,16.31,6.0,_,3376.44,31.464790184977357,Yes,118.94294536150343,110.1739641508065,Low_spent_Small_value_payments,299.4477571543568,Poor,139.0,5,1
May,37.0,Architect,29827.76,2385.6466666666665,8.0,8.0,16.0,5.0,28,22.0,18.31,6.0,Bad,3376.44,22.230840564549126,Yes,118.94294536150343,97.83666725040209,,271.7850540547612,Poor,140.0,5,1
June,37.0,Architect,29827.76,2385.6466666666665,8.0,8.0,16.0,5.0,28,21.0,14.31,6.0,Bad,3376.44,32.400292559089884,Yes,118.94294536150343,108.83896618034606,Low_spent_Small_value_payments,300.7827551248172,Poor,141.0,5,1
July,37.0,Architect,29827.76,2385.6466666666665,8.0,8.0,16.0,5.0,28,22.0,16.31,6.0,Bad,3376.44,27.989414463447204,Yes,118.94294536150343,215.24513151711704,Low_spent_Medium_value_payments,184.37658978804623,Poor,142.0,5,1
August,37.0,Architect,29827.76,,8.0,8.0,16.0,5.0,28,,16.31,6.0,Bad,3376.44,24.49516552678409,Yes,118.94294536150343,64.08715685048008,,305.5345644546832,Poor,143.0,5,1
January,28.0,Engineer,61389.18000000001,5085.765,10.0,6.0,34.0,6.0,40,18.0,24.77,9.0,_,3051.79,26.65738741153743,Yes,156.44059802843225,10000.0,High_spent_Small_value_payments,475.5249568563544,Standard,107.0,6,1
February,28.0,,61389.18000000001,5085.765,10.0,6.0,34.0,6.0,35,,24.77,9.0,Bad,3051.79,33.05115018752594,Yes,156.44059802843225,324.4351306507885,Low_spent_Medium_value_payments,307.70077132077927,Standard,108.0,6,1
March,28.0,Engineer,61389.18000000001,5085.765,10.0,6.0,34.0,6.0,35,17.0,18.77,9.0,Bad,3051.79,24.04498441350309,Yes,156.44059802843225,458.8524110851921,Low_spent_Small_value_payments,183.2834908863757,Standard,109.0,6,1
April,28.0,Engineer,61389.18000000001,5085.765,10.0,6.0,34.0,6.0,35,17.0,24.77,9.0,Bad,3051.79,39.30887823264342,Yes,156.44059802843225,140.16732995716777,High_spent_Medium_value_payments,461.9685720144,Standard,110.0,6,1
May,28.0,Engineer,61389.18000000001,5085.765,10.0,6.0,34.0,6.0,35,,24.77,9.0,Bad,3051.79,39.47222233385275,Yes,156.44059802843225,110.58654319171912,High_spent_Medium_value_payments,491.5493587798487,Standard,111.0,6,1
June,28.0,Engineer,61389.18000000001,5085.765,10.0,6.0,34.0,6.0,35,17.0,24.77,9.0,Bad,3051.79,38.86023118805743,Yes,62441.0,62.45656779577478,High_spent_Large_value_payments,529.679334175793,Standard,112.0,6,1
July,28.0,Engineer,61389.18000000001,5085.765,10.0,6.0,34.0,6.0,34,17.0,24.77,,Bad,3051.79,29.20457550308177,Yes,156.44059802843225,321.9559752815672,Low_spent_Small_value_payments,320.1799266900007,Standard,,6,1
August,28.0,Engineer,61389.18000000001,5085.765,10.0,6.0,34.0,6.0,40,17.0,24.77,10.0,_,3051.79,35.64092893483304,Yes,156.44059802843225,184.60931328388853,High_spent_Medium_value_payments,417.52658868767935,Poor,114.0,6,1
January,42.0,Scientist,74424.6,,9.0,8.0,21.0,6.0,47,19.0,4.36,11.0,Bad,1635.58,32.40848864176106,,243.29953243714772,114.75433939560747,High_spent_Large_value_payments,484.4511281672448,Standard,188.0,6,1
February,42.0,Scientist,74424.6,6025.05,9.0,8.0,21.0,6.0,47,19.0,4.36,13.0,Bad,1635.58,39.03086466304013,Yes,243.29953243714772,136.45715477002054,High_spent_Large_value_payments,462.74831279283165,Poor,189.0,6,1
March,42.0,Scientist,74424.6,6025.05,9.0,8.0,21.0,6.0,47,19.0,4.36,13.0,Bad,1635.58,26.77691294707833,Yes,243.29953243714772,141.2697874782004,High_spent_Large_value_payments,457.9356800846518,Standard,,6,1
April,42.0,Scientist,74424.6,6025.05,9.0,8.0,21.0,6.0,47,17.0,4.36,13.0,Bad,1635.58,28.460136461275894,Yes,243.29953243714772,148.21973615762366,High_spent_Large_value_payments,450.9857314052285,Poor,191.0,6,1
May,42.0,Scientist,74424.6,6025.05,9.0,8.0,21.0,6.0,47,19.0,,13.0,Bad,1635.58,40.64280779752034,Yes,243.29953243714772,53.68081980412202,High_spent_Large_value_payments,545.5246477587301,Poor,,6,1
June,42.0,Scientist,74424.6,6025.05,9.0,8.0,21.0,6.0,47,19.0,1.3600000000000003,13.0,Bad,1635.58,29.741970833772623,Yes,243.29953243714772,145.93653374566833,High_spent_Large_value_payments,453.26893381718384,Poor,193.0,6,1
July,43.0,Scientist,74424.6,,9.0,8.0,21.0,6.0,47,16.0,10.36,13.0,Bad,1635.58,24.231429844391485,Yes,243.29953243714772,102.2080212060608,High_spent_Large_value_payments,496.9974463567914,Poor,194.0,6,1
August,43.0,Scientist,74424.6,6025.05,9.0,8.0,21.0,6.0,47,19.0,4.36,13.0,_,1635.58,27.51466153383048,Yes,243.29953243714772,488.57588497625295,Low_spent_Medium_value_payments,150.62958258659918,Poor,195.0,6,1
January,54.0,Journalist,85038.87,6836.572499999998,0.0,2.0,6.0,3.0,6,8.0,3.86,2.0,Good,995.2,39.47502900599376,,154.410247528185,355.5565217456147,Low_spent_Medium_value_payments,453.6904807262004,Good,273.0,3,1
February,54.0,Journalist,85038.87,,0.0,2.0,6.0,3.0,6,8.0,3.86,2.0,_,995.2,37.65426076677159,No,154.410247528185,200.4729621281068,High_spent_Medium_value_payments,578.7740403437083,Good,274.0,3,1
March,54.0,Journalist,85038.87,6836.572499999998,0.0,2.0,6.0,3.0,6,8.0,3.86,2.0,Good,995.2,31.327222381173435,No,154.410247528185,,High_spent_Medium_value_payments,493.13708404003785,Good,275.0,3,1
April,54.0,Journalist,85038.87,,0.0,2.0,6.0,3.0,2,8.0,3.86,2.0,Good,995.2,39.56606953782118,No,154.410247528185,225.3212476814725,High_spent_Medium_value_payments,553.9257547903425,Good,276.0,3,1
May,54.0,Journalist,85038.87,6836.572499999998,0.0,2.0,6.0,3.0,6,7.0,4.859999999999999,2.0,Good,995.2,25.858855198567305,No,154.410247528185,346.4380147226506,Low_spent_Medium_value_payments,462.8089877491644,Standard,277.0,3,1
June,,Journalist,85038.87,6836.572499999998,0.0,2.0,6.0,3.0,9,8.0,3.86,2.0,_,995.2,25.82146096131629,,154.410247528185,170.5158302151842,High_spent_Large_value_payments,598.7311722566308,Good,278.0,3,1
July,55.0,Journalist,85038.87,6836.572499999998,0.0,2.0,6.0,3.0,6,6.0,4.859999999999999,2.0,Good,995.2,39.37602125434636,No,154.410247528185,73.66301451423982,High_spent_Medium_value_payments,705.5839879575751,Good,,3,1
August,55.0,Journalist,85038.87,6836.572499999998,0.0,2.0,6.0,3.0,6,8.0,3.86,2.0,Good,995.2,23.8525768406815,No,154.410247528185,174.97714753893916,High_spent_Large_value_payments,594.2698549328758,Good,280.0,3,1
January,47.0,Journalist,19705.74,1377.1450000000002,,4.0,10.0,2.0,12,13.0,11.98,0.0,Standard,39.75,28.79470126048632,Yes,22.96687927543136,,Low_spent_Small_value_payments,253.6052639001984,Standard,183.0,2,1
February,47.0,Journalist,19705.74,,5.0,4.0,10.0,2.0,13,13.0,11.98,0.0,Standard,39.75,39.770423972493,Yes,22.96687927543136,81.2170982505367,Low_spent_Large_value_payments,303.53052247403195,Standard,184.0,2,1
March,47.0,Journalist,19705.74,1377.1450000000002,5.0,4.0,10.0,2.0,13,13.0,8.98,0.0,Standard,39.75,31.719673771553268,,22.96687927543136,121.92500007013028,Low_spent_Medium_value_payments,272.8226206544384,Standard,185.0,2,1
April,47.0,Journalist,19705.74,1377.1450000000002,5.0,4.0,10.0,,13,13.0,11.98,0.0,Standard,39.75,33.14928000514669,,22.96687927543136,10000.0,Low_spent_Small_value_payments,260.69738366133504,Standard,186.0,2,1
May,47.0,Journalist,19705.74,1377.1450000000002,5.0,4.0,10.0,2.0,11,12.0,11.98,0.0,Standard,39.75,33.17917464626398,Yes,22.96687927543136,124.50752557457449,Low_spent_Large_value_payments,260.2400951499942,Standard,187.0,2,1
June,47.0,Journalist,19705.74,,5.0,4.0,10.0,2.0,13,13.0,11.98,0.0,_,39.75,33.491638095605005,Yes,22.96687927543136,,Low_spent_Large_value_payments,319.62846579291704,Standard,188.0,2,1
July,47.0,Journalist,19705.74,1377.1450000000002,5.0,4.0,10.0,2.0,13,13.0,11.98,0.0,Standard,39.75,35.39723232200741,Yes,22.96687927543136,44.15320955364985,Low_spent_Medium_value_payments,350.5944111709188,Standard,189.0,2,1
August,47.0,,19705.74,1377.1450000000002,5.0,4.0,10.0,2.0,13,11.0,11.98,0.0,Standard,39.75,32.07344388860426,Yes,22.96687927543136,152.24368474371167,Low_spent_Small_value_payments,252.50393598085697,Standard,,2,1
January,23.0,Scientist,17863.15,1755.5958333333335,6.0,7.0,24.0,7.0,58,20.0,23.84,12.0,Bad,3893.01,27.395179991999644,Yes,96.18186282091052,68.04937185858414,High_spent_Medium_value_payments,261.3283486538387,Standard,154.0,7,1
February,23.0,Scientist,17863.15,1755.5958333333335,6.0,7.0,24.0,,54,22.0,23.84,12.0,Bad,3893.01,29.346785376815102,,96.18186282091052,143.12858340847353,,206.24913710394927,Poor,,7,1
March,23.0,Scientist,11919831.0,1755.5958333333335,6.0,7.0,24.0,7.0,54,,23.84,12.0,Bad,3893.01,26.90373327200936,Yes,96.18186282091052,108.97767472097944,High_spent_Small_value_payments,230.4000457914434,Poor,156.0,7,1
April,23.0,Scientist,17863.15,1755.5958333333335,6.0,7.0,24.0,7.0,50,,19.84,12.0,Bad,3893.01,37.21601620381429,Yes,96.18186282091052,22.963327512345533,High_spent_Medium_value_payments,306.4143930000773,Poor,157.0,7,1
